objid,crowded,badbkgmatch,ra,dec,l,b,nmatches,nreject,nbands,i1_fluxtype,i2_fluxtype,i3_fluxtype,i4_fluxtype,m1_fluxtype,i1_fluxflag,i2_fluxflag,i3_fluxflag,i4_fluxflag,m1_fluxflag,i1_softsatflag,i2_softsatflag,i3_softsatflag,i4_softsatflag,i1_f_ap2,i1_df_ap2,i2_f_ap2,i2_df_ap2,i3_f_ap2,i3_df_ap2,i4_f_ap2,i4_df_ap2,m1_f_psf,m1_df_psf,i1_extfrac,i2_extfrac,i3_extfrac,i4_extfrac,m1_extfrac,i1_brtfrac,i2_brtfrac,i3_brtfrac,i4_brtfrac,m1_brtfrac,i1_snr,i2_snr,i3_snr,i4_snr,m1_snr,i1_seflags,i2_seflags,i3_seflags,i4_seflags,m1_dflag,m1_sflag,i1_meannoise,i2_meannoise,i3_meannoise,i4_meannoise,m1_meannoise,smid,regid,irac_obstype,mips_obstype,i1_coverage,i2_coverage,i3_coverage,i4_coverage,m1_coverage,twomass_key,twomass_assoc,twomass_ra,twomass_dec,j,dj,h,dh,k,dk,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,ir_ratio,J_H,H_K,J_K,BP_RP,BP_G,G_RP,j_SNR,h_SNR,k_SNR,good_2mass,good_gaia_phot,good_astrometry,k_dwarf_color,k_dwarf_color_strict,dist_pc,dist_pc_err,good_parallax,G_abs,J_abs,K_abs,k_dwarf_absmag,k_dwarf_teff,k_subtype,A_G,A_J,A_K,Gmag_dered,BPmag_dered,RPmag_dered,j_dered,h_dered,k_dered,flag_giant,flag_mdwarf,flag_high_pm,flag_binary,flag_variable,contaminant,validation_score,validation_tier,confidence
SSTSL2 J205137.93+432304.6,0,0,312.908081,43.384618,83.946751,-0.611167,1,0,7,1,1,1,1,1,2,2,2.0,0,2,0,0,0.0,0,17350.0,9.453,17850.0,10.05,17740.0,23.56,20390.0,18.4,39770.0,78.63,0.0,0.0,0.0,0.0,0.0,0.95,0.98,0.98,0.0,0.96,1693.9,1595.4,685.0,1065.1,505.8,2,2,0.0,0,N,-1,1.045,1.12,4.264,5.591,45.64,30002641,30002641-27565,0,0,3.83,6.83,3.94,6.84,29.58,1209969172.0,1,312.9081,43.38464,9665.0,231.4,16110.0,460.1,17720.0,310.0,Gaia DR3 2066787676439479552,312.9081191,43.38461524,0.0,0.0,164,1.63615e+18,2.06679e+18,724910961,0.0343,0.0412,1.2852,0.0478,26.8813,6.149,-2.222,0.047,-5.734,0.055,-0.1163,-0.0415,-0.005,-0.1037,0.0747,-0.1316,-0.0295,-0.2124,-0.2237,0.0151,334,0,333,1,-0.251,337.62,0.0,2.22e-15,31,False,1.254,,,,,,,,39,24,0.076596,42,0.01489,107.0,0,0,0.989,0,336,4561.10992,10.2134,446.58,16.53969,0.003675,40,798.338,8.62719,92.5374,18.083075,0.01206,41,5886.01,34.6343,169.948,15.323342,0.007423,1.466,0.0,0.0,0.0,1.0,0,2.759732,1.543385,1.216348,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999985,5182.0,5072.1,5227.4,4.1515,4.1456,4.1578,-0.6816,-0.7341,-0.6135,568.1833,545.7362,584.8437,4.8302,4.7477,4.8649,3.4018,3.3319,3.4302,1.8998,1.8577,1.9169,MARCS,312.9081327,43.38464073,0.750119,0.881501,0.0257,0.100137,0.9719887955182072,-6445.0,-1610.0,-8055.0,2.7597330000000007,1.5433850000000007,1.216348,41.767502160760586,35.0141273636166,57.16129032258065,True,True,True,False,False,778.0890133831311,28.939196109332144,True,7.084543584397402,9655.544853584397,17710.544853584397,False,True,G8,3.4018,0.9184860000000001,0.37419800000000003,13.13789,14.681275000000001,11.921542,9664.081514,16110.0,17719.625802,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J230731.57+622711.8,0,0,346.881543,62.453288,111.237418,1.96465,1,0,7,1,1,1,1,1,2,2,0.0,0,2,0,0,0.0,0,6676.0,6.605,5131.0,8.147,4782.0,15.05,7920.0,17.26,45750.0,91.14,0.0,0.0,0.0,0.0,0.0,1.05,1.05,0.0,0.0,1.06,940.0,573.1,300.5,495.7,502.0,3,3,0.0,0,N,-1,1.007,1.16,4.4,5.794,45.41,30002711,30002711-31225,0,0,7.32,6.06,7.42,5.74,22.81,769066277.0,1,346.8815,62.45331,7973.0,183.6,12820.0,377.9,12580.0,289.6,Gaia DR3 2207363570943398656,346.8815608,62.45330537,0.0,0.0,101,1.63615e+18,2.20736e+18,1177440185,0.0402,0.0351,1.1939,0.045,26.5389,2.588,-1.279,0.055,-2.249,0.046,-0.0574,0.1423,-0.0788,-0.229,0.1954,-0.2976,0.1312,-0.258,0.0741,-0.214,395,0,394,1,1.7046,458.44,0.116,0.79651,31,False,1.261,,,,,,,,45,27,0.08015,49,0.02631,56.44,0,0,1.061,0,423,4521.3186,5.78694,781.297,16.549204,0.003086,48,798.477,8.35935,95.5191,18.082886,0.011704,45,5695.44,25.0577,227.293,15.359077,0.006091,1.436,0.0,37.0,0.0,35.0,0,2.723808,1.533682,1.190126,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999995,5041.4,5002.9,5089.3,4.1309,4.1253,4.1378,-0.4267,-0.4815,-0.373,637.6902,620.8315,656.2104,4.4726,4.4406,4.5094,3.1528,3.1263,3.1833,1.7466,1.7305,1.7648,MARCS,346.8815731,62.45331537,0.880265,0.72965,-0.1895,0.069225,1.3011108945624634,-4847.0,240.0,-4607.0,2.7238089999999993,1.5336819999999989,1.1901270000000004,43.425925925925924,33.92431860280497,43.43922651933701,True,True,True,False,False,837.5910880308234,31.570147383689633,True,6.934043760989592,7963.38483976099,12570.384839760989,False,True,G8,3.1528,0.8512560000000001,0.346808,13.396404,14.930086,12.206277,7972.148744,12820.0,12579.653192,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J053040.95+124416.2,0,0,82.670659,12.737833,192.023894,-11.481361,1,0,7,1,1,1,1,1,2,2,2.0,0,0,0,0,0.0,0,14060.0,8.655,14750.0,11.63,10680.0,25.38,9016.0,14.34,14790.0,250.7,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.98,0.0,0.0,1471.2,1130.1,366.1,646.9,59.0,2,2,0.0,0,N,1,0.8612,1.185,4.332,7.663,131.9,40015641,40015641-38,0,0,5.94,11.3,4.96,12.73,6.45,1321204139.0,1,82.67067,12.73783,11230.0,237.9,18600.0,359.8,18900.0,365.5,Gaia DR3 3341064993819342592,82.67068636,12.73779889,0.0,0.0,111,1.63615e+18,3.34106e+18,103441670,0.0724,0.0568,2.3783,0.0915,25.9987,0.47,0.463,0.082,0.077,0.061,-0.2177,0.1097,-0.2456,0.1421,-0.3683,0.1891,-0.6753,0.0323,0.419,-0.3894,449,0,447,2,-0.0437,483.62,0.045,0.051722,31,False,1.224,,,,,,,,52,21,0.126447,53,0.4572,79.86,0,0,0.998,0,429,1839.57278,35.7284,51.4876,17.525574,0.021267,49,249.168,21.215,11.7449,19.347311,0.092485,44,2546.33,122.763,20.7419,16.233107,0.052481,1.52,0.0,3.0,0.0,4.0,0,3.114204,1.821737,1.292467,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999995,4701.2,4679.8,4786.5,4.2264,4.2174,4.2431,-1.4019,-1.4602,-1.3657,347.1273,341.7138,353.9648,6.4655,6.4364,6.533,4.2931,4.2719,4.3495,2.4442,2.4314,2.4794,MARCS,82.67068424,12.73779855,1.33608,1.019864,-0.3874,0.15591,0.9532203389830508,-7370.0,-300.0,-7670.0,3.114204000000001,1.8217370000000024,1.2924669999999985,47.204707860445566,51.69538632573652,51.70998632010944,True,True,True,False,False,420.4684017996048,16.176621437440122,True,9.406907179350506,11221.88133317935,18891.88133317935,False,True,K0,4.2931,1.159137,0.47224099999999997,13.232474,15.054211000000002,11.940007000000001,11228.840863,18600.0,18899.527759,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J043157.81+243610.7,0,0,67.990903,24.602995,173.771639,-15.829265,1,0,7,1,1,1,1,1,2,2,2.0,0,0,0,0,0.0,0,6004.0,7.704,4114.0,5.541,2877.0,12.21,1582.0,14.15,254.3,29.23,0.0,0.0,0.0,0.0,0.0,1.02,1.02,1.02,0.0,0.0,708.5,707.3,237.5,142.6,8.7,2,2,0.0,0,N,1,0.8146,0.9209,3.633,4.626,53.58,40009211,40009211-179,0,0,6.09,6.09,6.08,6.12,109.3,1302880651.0,1,67.99086,24.603,5200.0,134.1,10550.0,213.7,10690.0,206.7,Gaia DR3 147858509772511744,67.99096425,24.602946,0.0,0.0,84,1.63615e+18,1.47859e+17,1370929560,0.1129,0.0738,3.2316,0.1248,25.896,18.106,17.592,0.14,-4.285,0.11,0.1008,0.2114,-0.1694,0.1289,-0.037,0.0772,-0.0998,0.2346,0.1041,0.0962,259,0,258,1,0.1,342.17,0.395,2.3633,95,False,,1.1963,0.0256,0.02,-0.077,-0.002,-0.119,0.097,30,16,0.196615,31,0.02658,156.7,0,0,1.003,0,247,1638.25659,2.35392,695.97,17.651413,0.003166,30,192.4,7.05827,27.2588,19.628029,0.039928,30,2339.33,12.451,187.882,16.325167,0.006905,1.545,0.0,0.0,0.0,2.0,0,3.302862,1.976616,1.326246,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,1.0,4496.1,4453.6,4549.7,4.3528,4.3178,4.3812,-1.3477,-1.3887,-1.2649,305.3478,295.7255,314.9828,5.9478,5.9005,6.0008,3.9407,3.9019,3.985,2.2273,2.2037,2.2544,MARCS,67.99087826,24.60296504,2.255016,1.762615,0.0854,0.267055,1.4594069032571706,-5350.0,-140.0,-5490.0,3.302862000000001,1.976616,1.3262460000000011,38.77703206562267,49.36827328029949,51.717464925012095,True,True,True,False,False,309.4442381482857,11.950315918091984,True,10.198500997295678,5192.547087997295,10682.547087997296,False,True,K2-K1,3.9407,1.063989,0.433477,13.710713000000002,15.687329000000002,12.384467,5198.936011,10550.0,10689.566523,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J223605.34+603159.5,0,0,339.022256,60.5332,107.025292,1.911148,1,0,6,1,1,2,1,1,2,0,0.0,0,0,0,0,0.0,0,1388.0,3.917,901.6,4.808,,,495.4,14.7,596.3,108.4,0.0,0.0,0.0,0.0,0.0,0.89,0.38,0.0,0.0,0.0,361.1,191.2,93.1,39.5,5.5,0,0,,0,N,1,1.009,1.215,,5.841,75.82,30002711,30002711-31217,0,0,4.06,3.94,4.01,3.8,15.51,736226147.0,1,339.0222,60.53319,2566.0,80.34,3186.0,117.4,2687.0,98.98,Gaia DR3 2200913144245309312,339.0221759,60.53315823,0.0,0.0,127,1.63615e+18,2.20091e+18,1716539962,0.0467,0.0441,1.3763,0.0537,25.6402,8.618,-7.678,0.07,-3.914,0.058,-0.1916,-0.1682,0.0706,-0.0889,0.1798,-0.113,-0.1835,-0.2426,0.0123,-0.2776,351,0,350,1,0.4692,374.26,0.0,0.0,31,False,1.321,,,,,,,,41,26,0.103175,44,0.012,33.51,0,0,1.017,0,334,3107.11527,2.42397,1281.83,16.956474,0.002883,39,798.917,6.92381,115.387,18.082289,0.009814,38,3375.62,8.28937,407.223,15.927011,0.004625,1.344,0.0,1.0,0.0,1.0,0,2.155277,1.125814,1.029463,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999953,4300.0,4286.8,4311.5,4.3745,4.3381,4.4179,-0.0007,-0.0339,0.0328,733.8073,690.1844,770.1359,1.7121,1.6898,1.7359,1.2108,1.1943,1.2282,0.6542,0.646,0.6634,PHOENIX,339.0222453,60.53317563,1.118422,0.944958,-0.267,0.206697,1.5394853593611355,-620.0,499.0,-121.0,2.155277999999999,1.1258149999999993,1.0294629999999998,31.939258152850385,27.137989778534923,27.146898363305716,True,True,True,False,False,726.5857734505558,28.349673787905864,True,7.650039549380059,2556.69356554938,2677.69356554938,False,True,K4-K3,1.2108,0.32691600000000004,0.133188,15.745674,16.871489,14.716211,2565.673084,3186.0,2686.866812,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J230259.59+621132.2,0,0,345.748304,62.192297,110.650324,1.934698,1,0,7,1,1,1,1,1,2,0,0.0,0,2,0,0,0.0,0,6821.0,6.575,5268.0,6.658,4263.0,17.01,3240.0,17.02,26360.0,87.76,0.0,0.0,0.0,0.0,1.11,1.02,0.0,0.0,0.0,1.11,958.4,755.1,236.3,246.5,300.3,0,0,0.0,0,N,1,1.059,1.209,4.76,6.077,53.05,30002711,30002711-31224,0,0,7.56,4.23,8.21,4.03,23.39,768904363.0,1,345.7485,62.19232,6070.0,139.8,9982.0,275.8,9629.0,221.7,Gaia DR3 2207344776166265216,345.7484351,62.19229832,0.0,0.0,75,1.63615e+18,2.20734e+18,1160782248,0.0442,0.042,1.3157,0.0517,25.4549,1.931,0.09,0.059,-1.928,0.052,0.0289,0.101,-0.1846,-0.1139,0.1541,-0.1466,-0.1648,-0.1969,-0.0369,-0.1106,372,0,370,2,-1.1411,352.91,0.0,0.0,31,False,1.253,,,,,,,,44,27,0.084174,48,0.04842,25.31,0,0,0.957,0,404,3476.48401,12.8993,269.51,16.834517,0.004881,47,605.199,9.50356,63.6813,18.383797,0.017276,45,4599.93,61.6722,74.5869,15.591017,0.015039,1.497,0.0,2.0,0.0,2.0,0,2.79278,1.54928,1.2435,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999999,4867.5,4834.6,4900.6,4.1572,4.1495,4.1644,-0.593,-0.6627,-0.5257,587.8679,573.1762,604.1601,4.4868,4.4542,4.5177,3.1341,3.1083,3.1595,1.7399,1.7244,1.7554,MARCS,345.7484342,62.19230689,0.95856,0.836674,-0.096,0.220218,1.2947987851176916,-3912.0,353.0,-3559.0,2.7927800000000005,1.5492799999999995,1.243500000000001,43.419170243204576,36.192893401015226,43.43256653134867,True,True,True,False,False,760.0516835144789,29.86598163540211,True,7.430301373451526,6060.595784373451,9619.595784373452,False,True,G9,3.1341,0.846207,0.34475100000000003,13.700417000000002,15.249697000000001,12.456917,6069.153793,9982.0,9628.655249,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J205132.77+442348.0,0,0,312.886564,44.39667,84.716637,0.045937,1,0,7,1,1,1,1,1,2,2,2.0,0,0,0,0,0.0,0,13490.0,8.466,13110.0,9.369,9325.0,20.33,7556.0,18.02,9879.0,90.3,0.0,0.0,0.0,0.0,0.0,1.02,0.95,1.02,0.0,0.0,1462.3,1259.4,454.9,491.0,109.4,3,3,0.0,0,N,1,1.323,1.409,6.108,7.354,52.87,30002641,30002641-29009,0,0,5.15,8.28,6.16,9.15,21.55,1209976712.0,1,312.8866,44.39668,7264.0,207.4,12420.0,411.7,14560.0,375.5,Gaia DR3 2163138292700849920,312.8865954,44.39665464,0.0,0.0,160,1.63615e+18,2.16314e+18,734284143,0.0325,0.0369,1.2273,0.0412,29.7555,3.619,-1.984,0.043,-3.026,0.043,-0.1068,-0.0142,0.0111,-0.1178,0.2381,-0.1646,-0.2279,-0.1242,-0.0792,-0.0674,395,0,393,2,1.4163,446.44,0.127,1.1634,31,False,1.298,,,,,,,,45,27,0.061717,49,0.07621,129.6,0,0,1.05,0,401,5203.48326,28.3375,183.625,16.396631,0.006523,46,1156.76,34.1951,33.8282,17.680435,0.032217,47,6156.8,90.1629,68.2853,15.274508,0.016343,1.406,0.0,2.0,0.0,4.0,0,2.405928,1.283804,1.122124,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999925,5032.9,5005.1,5067.0,4.1675,4.1637,4.1712,-0.7605,-0.7871,-0.7267,651.8636,641.6013,664.337,3.7282,3.7061,3.7559,2.682,2.6639,2.7047,1.486,1.4752,1.4995,MARCS,312.8866077,44.39666809,0.692609,0.697603,-0.0526,0.097868,1.0289855072463767,-5156.0,-2140.0,-7296.0,2.4059269999999984,1.283804,1.1221229999999984,35.02410800385728,30.16759776536313,38.77496671105193,True,True,True,False,False,814.7967082212988,27.35241944000449,True,6.8413846710901804,7254.44475367109,14550.44475367109,False,True,G8,2.682,0.72414,0.29502,13.714630999999999,14.998434999999999,12.592508,7263.27586,12420.0,14559.70498,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J221821.04+592328.8,0,1,334.587702,59.391356,104.535528,2.10235,1,0,7,1,1,1,1,1,0,0,0.0,0,1,0,0,0.0,0,1821.0,4.222,1387.0,5.503,1423.0,10.7,5526.0,16.04,8438.0,132.7,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,414.9,231.0,125.2,360.8,63.6,0,0,0.0,0,P,-2,1.006,1.224,3.885,5.935,76.67,30002711,30002711-31933,0,0,3.93,3.94,6.11,4.95,10.9,1187153337.0,1,334.5873,59.3914,2089.0,88.52,2871.0,111.1,2687.0,128.7,Gaia DR3 2201161603814805248,334.5873329,59.39137949,0.0,0.0,139,1.63615e+18,2.20116e+18,52988833,0.057,0.0585,1.9928,0.0673,29.602,10.341,8.298,0.08,-6.171,0.076,-0.1753,0.0869,-0.0486,-0.0346,0.1354,-0.0568,-0.1344,-0.2315,-0.0126,-0.2754,383,0,381,2,0.076,395.35,0.0,0.0,31,False,1.297,,,,,,,,44,27,0.12185,47,0.01058,58.68,0,0,1.002,0,368,1988.07088,1.75119,1135.27,17.441288,0.002917,41,447.785,7.31092,61.2487,18.710869,0.017945,38,2355.29,8.22683,286.293,16.317785,0.005354,1.41,0.0,2.0,0.0,0.0,0,2.393084,1.269581,1.123503,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999726,4165.5,4147.5,4189.1,4.4381,4.3564,4.4992,0.1003,0.0569,0.1553,675.1971,629.055,744.0826,2.0319,1.9831,2.0894,1.4021,1.3675,1.4435,0.7741,0.7566,0.7949,PHOENIX,334.5872605,59.39140692,1.281238,1.218894,-0.2686,0.681785,1.3129055515501082,-782.0,184.0,-598.0,2.393083999999998,1.2695809999999987,1.1235029999999995,23.59918662449164,25.84158415841584,20.87801087801088,True,True,True,False,False,501.80650341228426,16.946797310139868,True,8.93860657264225,2080.497318572642,2678.497318572642,False,True,K6-K5,1.4021,0.378567,0.15423099999999998,16.039188,17.308768999999998,14.915685,2088.621433,2871.0,2686.845769,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J061525.14-062537.5,0,1,93.854751,-6.42711,214.607129,-10.921525,1,0,7,1,1,1,1,1,2,2,2.0,0,1,0,0,0.0,0,9584.0,7.898,8411.0,8.278,7686.0,16.92,8225.0,15.77,12690.0,121.7,0.0,0.0,0.0,0.0,0.96,1.02,1.02,1.02,0.0,0.0,1105.0,929.6,398.1,556.9,104.3,0,0,0.0,2,P,-2,0.8015,1.081,3.263,5.125,66.99,40045501,40045501-17,0,0,6.16,6.14,6.16,5.52,10.9,179778057.0,1,93.85477,-6.427123,7656.0,169.2,10550.0,204.0,10270.0,227.0,Gaia DR3 3007802740267745408,93.85475492,-6.427128876,0.0,0.0,69,1.63615e+18,3.0078e+18,1643736376,0.0326,0.0313,1.1631,0.0394,29.4998,4.063,-3.98,0.045,0.82,0.049,0.0378,-0.1912,-0.3578,0.0201,-0.1632,0.0999,-0.4306,-0.0162,0.2795,-0.3542,240,0,239,1,2.0534,288.84,0.058,0.39614,31,False,1.363,,,,,,,,29,16,0.077357,30,0.04667,96.72,0,0,1.095,0,238,10129.06182,25.6352,395.123,15.673444,0.003891,27,3217.47,36.9224,87.1415,16.569756,0.012768,28,10381.7,88.5164,117.286,14.707225,0.009999,1.343,0.0,2.0,0.0,1.0,0,1.862531,0.896312,0.966219,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999943,4904.7,4877.7,4928.8,4.1816,4.1741,4.2145,-0.7982,-1.0009,-0.7915,698.3414,650.0264,710.2557,1.9784,1.9496,2.0043,1.4873,1.4633,1.5077,0.8141,0.7996,0.8265,MARCS,93.85477272,-6.427132518,0.729592,0.799651,-0.3468,0.069388,1.1394602306503387,-2894.0,280.0,-2614.0,1.8625310000000024,0.8963120000000018,0.9662190000000006,45.24822695035461,51.71568627450981,45.242290748898675,True,True,True,False,False,859.7713008339781,29.124743575667388,True,6.0015292786343615,7646.328085278635,10260.328085278634,False,True,G9,1.4873,0.40157100000000007,0.163603,14.186144,15.082456000000002,13.219925,7655.598429,10550.0,10269.836397,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J194810.68+242252.9,1,0,297.044505,24.381381,60.914,-0.596515,1,0,7,1,1,1,1,1,2,2,2.0,0,0,0,0,0.0,0,13780.0,40.42,12900.0,65.28,11240.0,98.74,9161.0,90.36,6435.0,143.6,0.0,0.0,0.0,0.0,0.0,0.95,0.95,1.02,0.0,0.0,314.2,188.2,107.9,116.8,44.8,2,0,0.0,0,N,1,9.095,10.87,33.91,24.29,79.84,30002561,30002561-27519,0,0,5.66,1.92,6.14,2.05,10.21,1282034928.0,1,297.0444,24.38137,7365.0,169.6,10840.0,219.7,11850.0,229.1,Gaia DR3 2020639799046520448,297.0443964,24.38135638,0.0,0.0,177,1.63615e+18,2.02064e+18,73401565,0.0206,0.024,0.949,0.0325,29.2295,5.191,0.053,0.026,-5.19,0.033,-0.0169,-0.0373,-0.5137,-0.0483,0.0849,-0.0322,-0.2473,-0.0839,-0.0483,0.0607,673,0,668,5,0.0889,693.1,0.012,0.021705,31,False,1.322,,,,,,,,76,26,0.045903,77,0.08413,7.333,0,0,1.002,0,654,7481.60075,34.3994,217.492,16.00238,0.005702,74,1933.88,32.3631,59.7557,17.122469,0.018383,74,8316.54,107.141,77.6222,14.948038,0.014489,1.37,0.0,3.0,0.0,2.0,0,2.174431,1.120089,1.054342,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999989,5139.2,5112.8,5164.7,4.1306,4.1255,4.1367,-0.46,-0.4915,-0.4273,825.2852,809.3348,842.5965,2.8792,2.8569,2.9007,2.1304,2.1121,2.1478,1.1671,1.1566,1.1772,MARCS,297.0443962,24.38137945,0.422128,0.529335,0.0621,0.366908,1.0682170542635658,-3475.0,-1010.0,-4485.0,2.1744309999999984,1.1200890000000001,1.0543419999999983,43.425707547169814,49.340009103322714,51.724137931034484,True,True,True,False,False,1053.7407797681772,36.087013005759495,True,5.88871106213646,7354.886331062136,11839.886331062136,False,True,G8,2.1304,0.575208,0.234344,13.871979999999999,14.992068999999999,12.817638,7364.424792,10840.0,11849.765656,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
SSTSL2 J205726.69+433529.9,0,0,314.361243,43.591659,84.784489,-1.284043,1,0,7,1,1,1,1,1,2,2,2.0,0,1,0,0,0.0,0,5720.0,7.386,4102.0,5.223,2868.0,13.26,2228.0,14.4,36050.0,94.64,0.0,0.0,0.0,0.0,0.96,1.02,0.95,0.98,0.0,0.0,717.5,754.4,225.1,194.4,380.9,3,3,0.0,0,N,-1,1.146,1.207,4.454,5.664,49.98,30002641,30002641-26846,0,0,7.17,8.07,6.07,9.17,20.73,1142816556.0,1,314.3613,43.59152,6805.0,162.9,11070.0,295.6,10280.0,217.8,Gaia DR3 2162117567950813056,314.3612273,43.59153145,0.0,0.0,11,1.63615e+18,2.16212e+18,548442452,0.0366,0.0412,1.3315,0.0459,28.9909,3.972,-1.478,0.049,-3.687,0.05,0.049,0.0056,-0.1542,-0.0284,0.0782,-0.0315,-0.2089,-0.0586,-0.0795,-0.0103,448,0,447,1,0.9401,500.48,0.0,0.0,31,False,1.244,,,,,,,,51,28,0.069751,53,0.01903,165.8,0,0,1.031,0,452,3459.50986,5.93546,582.854,16.83983,0.003326,49,532.947,8.58528,62.0768,18.521832,0.017711,50,4569.88,21.955,208.148,15.598132,0.006441,1.475,0.0,1.0,0.0,2.0,0,2.923699,1.682001,1.241698,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999997,4757.0,4725.0,4783.2,4.1032,4.0961,4.1106,0.0696,0.0112,0.1293,622.0044,601.5726,635.9088,4.8876,4.8535,4.9144,3.3492,3.3226,3.3707,1.8369,1.8231,1.8503,MARCS,314.3612363,43.59154784,0.787133,0.806837,-0.0071,0.46101,1.394441735738664,-4265.0,790.0,-3475.0,2.9237,1.6820020000000007,1.2416979999999995,41.774094536525475,37.44925575101488,47.19926538108356,True,True,True,False,False,751.0326699211416,25.889898272159524,True,7.4615358538748,6795.621705853875,10270.621705853875,False,True,K0,3.3492,0.9042840000000001,0.368412,13.49063,15.172632,12.248932,6804.095716,11070.0,10279.631588,False,False,False,False,True,False,0.6000000000000001,Bronze,Likely
