objid,crowded,badbkgmatch,ra,dec,l,b,nmatches,nreject,nbands,i1_fluxtype,i2_fluxtype,i3_fluxtype,i4_fluxtype,m1_fluxtype,i1_fluxflag,i2_fluxflag,i3_fluxflag,i4_fluxflag,m1_fluxflag,i1_softsatflag,i2_softsatflag,i3_softsatflag,i4_softsatflag,i1_f_ap2,i1_df_ap2,i2_f_ap2,i2_df_ap2,i3_f_ap2,i3_df_ap2,i4_f_ap2,i4_df_ap2,m1_f_psf,m1_df_psf,i1_extfrac,i2_extfrac,i3_extfrac,i4_extfrac,m1_extfrac,i1_brtfrac,i2_brtfrac,i3_brtfrac,i4_brtfrac,m1_brtfrac,i1_snr,i2_snr,i3_snr,i4_snr,m1_snr,i1_seflags,i2_seflags,i3_seflags,i4_seflags,m1_dflag,m1_sflag,i1_meannoise,i2_meannoise,i3_meannoise,i4_meannoise,m1_meannoise,smid,regid,irac_obstype,mips_obstype,i1_coverage,i2_coverage,i3_coverage,i4_coverage,m1_coverage,twomass_key,twomass_assoc,twomass_ra,twomass_dec,j,dj,h,dh,k,dk,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff_x,B_Teff_xa,logg,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist,ir_ratio,J_H,H_K,J_K,BP_RP,BP_G,G_RP,j_SNR,h_SNR,k_SNR,good_2mass,good_gaia_phot,good_astrometry,k_dwarf_color,k_dwarf_color_strict,dist_pc,dist_pc_err,good_parallax,G_abs,J_abs,K_abs,k_dwarf_absmag,k_dwarf_teff,k_subtype,A_G,A_J,A_K,Gmag_dered,BPmag_dered,RPmag_dered,j_dered,h_dered,k_dered,flag_giant,flag_mdwarf,flag_high_pm,flag_binary,flag_variable,contaminant,validation_score,validation_tier,confidence
SSTSL2 J022551.17+000935.9,0,0,36.463221,0.16,166.542179,-54.51348,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,501.2,0.8623,320.8,1.005,220.2,4.359,140.4,5.521,174.2,31.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.2,388.2,68.8,28.1,5.5,0,0,0.0,0,N,1,0.2165,0.3563,1.807,2.531,23.79,60081181,60081181-7,1,1,5.08,4.85,4.74,9.58,62.67,1095622031.0,1,36.46327,0.16001,1037.0,63.97,1274.0,72.76,1117.0,75.09,Gaia DR3 2501192759084696832,36.46331403,0.160004805,0.0,0.0,98,1.63615e+18,2.50119e+18,1027350932,0.1306,0.1042,1.3196,0.1716,7.6904,14.869,14.769,0.119,1.717,0.118,-0.0651,0.6567,0.1002,0.2808,-0.4067,0.0709,0.0035,0.1386,0.275,0.3305,162,0,162,0,0.0001,163.69,0.0,0.0,31,False,1.345,,,,,,,,19,14,0.201192,22,0.02283,151.3,0,0,0.998,0,178,1725.64571,2.11216,817.006,17.594988,0.003059,20,500.991,10.269,48.7868,18.588966,0.022429,20,1761.16,13.4813,130.638,16.633398,0.00913,1.311,0.0,0.0,0.0,0.0,0,1.955568,0.993979,0.96159,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999965,3992.5,3908.2,4043.0,4.3649,4.3379,4.3892,-0.0855,-0.2254,-0.0025,1115.9944,1085.9307,1154.4701,0.4403,0.3787,0.5056,0.3113,0.2672,0.3583,0.1737,0.1495,0.199,PHOENIX,36.46324839,0.159997174,1.893559,1.886062,0.308,0.33536,1.5623441396508728,-237.0,157.0,-80.0,1.9555679999999995,0.9939779999999985,0.961590000000001,16.21072377677036,17.509620670698183,14.875482754028498,True,True,True,False,False,757.8053955744165,98.54456341358733,True,8.197199534366533,1027.6022115343665,1107.6022115343665,False,True,K9-K7,0.3113,0.08405100000000001,0.034243,17.283688,18.277666,16.322098,1036.915949,1274.0,1116.965757,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J202023.16+385442.5,1,0,305.09651,38.911821,76.839796,1.394755,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,4707.0,8.033,4048.0,8.031,3263.0,22.78,4155.0,22.5,12780.0,106.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.7,476.1,135.2,222.0,120.2,0,0,0.0,0,N,1,1.541,1.623,6.421,8.339,80.35,30002641,30002641-30435,0,0,3.05,3.05,3.05,2.86,20.57,305313521.0,1,305.0964,38.91186,3336.0,104.5,4857.0,147.6,4839.0,133.7,Gaia DR3 2061388176694108032,305.0964579,38.91182023,0.0,0.0,171,1.63615e+18,2.06139e+18,664440374,0.0621,0.0858,0.6576,0.0869,7.5675,6.503,-3.429,0.076,-5.525,0.11,-0.1013,0.1635,0.016,-0.1302,0.0569,-0.1745,-0.3266,-0.0411,0.1491,-0.063,395,0,395,0,0.3349,432.41,0.172,0.49804,95,False,,1.3358,0.0218,-0.008,0.001,0.072,-0.018,0.071,45,26,0.155573,48,0.1228,63.55,0,0,1.011,0,396,1316.98921,23.7603,55.4281,17.88841,0.019781,41,394.215,22.9228,17.1975,18.84921,0.063195,40,1739.31,96.7629,17.975,16.646954,0.060521,1.62,0.0,0.0,0.0,0.0,0,2.202257,0.9608,1.241457,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.99999,4496.4,4384.9,4589.4,4.3034,4.2498,4.3469,-1.5196,-1.7163,-1.3625,811.1021,766.0183,858.4983,2.8094,2.6727,2.9321,2.0049,1.8964,2.0981,1.1078,1.0445,1.1596,MARCS,305.0964775,38.91184479,1.208779,1.784401,-0.0472,0.145967,1.162796442687747,-1521.0,18.0,-1503.0,2.2022559999999984,0.960799999999999,1.2414559999999994,31.923444976076556,32.90650406504065,36.19296933433059,True,True,True,False,False,1520.6812652068127,200.9537742495013,True,6.978219022659969,3325.08980902266,4828.08980902266,False,True,K2-K1,2.0049,0.5413230000000001,0.220539,15.883510000000001,16.84431,14.642054000000002,3335.458677,4857.0,4838.779461,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J202445.55+391126.4,0,0,306.189794,39.190672,77.553881,0.857287,1,0,7,1,1,1,1,1,0,2,0.0,0,1,0,0,0.0,0,5056.0,9.925,4486.0,7.029,3694.0,27.27,3716.0,21.08,15060.0,162.8,0.0,0.0,0.0,0.0,1.01,0.0,0.98,0.0,0.0,0.0,480.7,622.9,151.4,207.3,92.5,0,0,0.0,0,N,1,1.575,1.635,7.819,8.702,82.37,30002641,30002641-29716,0,0,3.28,4.96,2.36,5.11,10.47,305713286.0,1,306.1898,39.19065,3017.0,69.47,5551.0,127.8,5733.0,142.6,Gaia DR3 2067224521855121152,306.1897636,39.19065541,0.0,0.0,180,1.63615e+18,2.06722e+18,206478203,0.0846,0.1069,0.9084,0.1208,7.5229,3.749,-1.642,0.115,-3.371,0.131,-0.0009,0.207,-0.0344,-0.0713,0.1967,-0.1144,-0.0321,-0.1913,-0.0246,-0.0108,393,0,391,2,-1.2859,481.49,0.372,1.2784,95,False,,1.1331,0.0292,0.001,0.079,0.065,-0.064,-0.102,45,26,0.181081,47,0.05055,40.6,0,0,0.953,0,397,971.78505,4.47777,217.024,18.218441,0.005711,41,100.066,7.6314,13.1124,20.33783,0.08285,43,1366.52,20.3554,67.1329,16.90886,0.016609,1.509,0.0,0.0,0.0,0.0,0,3.42897,2.119389,1.309582,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,4201.5,4165.3,4238.3,4.1117,4.1039,4.1261,-0.5404,-0.5978,-0.4398,535.1533,525.7438,543.0946,5.5285,5.4567,5.6042,3.6042,3.551,3.6583,2.0202,1.9939,2.0497,MARCS,306.189773,39.1906704,1.848622,2.100214,-0.0017,0.103652,1.1270619705751226,-2534.0,-182.0,-2716.0,3.4289699999999996,2.1193890000000017,1.3095809999999979,43.428818194904274,43.435054773082946,40.203366058906035,True,True,True,False,False,1100.8366358432409,146.39042889681144,True,8.009826627738486,3006.7913856277387,5722.791385627738,False,True,K4-K3,3.6042,0.973134,0.39646200000000004,14.614240999999998,16.73363,13.30466,3016.026866,5551.0,5732.603538,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J103824.30-583430.5,0,1,159.601265,-58.575165,286.317377,-0.062107,1,0,7,1,1,1,1,1,2,2,0.0,0,2,0,0,0.0,0,6508.0,7.731,6917.0,9.12,7079.0,21.89,9037.0,31.96,19860.0,59.74,0.0,0.0,0.0,0.0,0.96,0.95,0.95,0.0,0.0,0.96,834.3,740.3,290.0,329.6,332.5,3,3,0.0,0,N,-1,1.992,2.177,9.004,12.73,65.22,30002561,30002561-28691,0,0,10.5,7.65,9.25,7.64,34.29,785018787.0,1,159.6013,-58.57515,2040.0,88.3,3873.0,121.3,4777.0,167.2,Gaia DR3 5350674208728768768,159.6012165,-58.57515291,0.0,0.0,124,1.63615e+18,5.35067e+18,818764907,0.0873,0.0843,0.5212,0.0999,5.2166,7.096,-6.607,0.11,2.587,0.101,-0.0908,-0.0568,-0.0847,0.2225,0.1898,0.2724,-0.1072,0.1977,0.1388,-0.0179,357,9,356,1,0.6691,412.29,0.0,2.15e-15,95,False,,1.2856,0.025,-0.066,-0.078,0.073,-0.079,0.055,42,28,0.155394,49,0.08924,27.29,0,0,1.024,0,341,1140.80687,5.95791,191.478,18.044336,0.006304,44,194.241,9.82891,19.7622,19.61769,0.055011,40,1381.69,20.7477,66.5949,16.896866,0.016736,1.381,0.0,0.0,0.0,1.0,0,2.720823,1.573353,1.14747,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999975,3925.3,3882.9,3972.9,4.4451,4.3972,4.5138,-0.2757,-0.338,-0.2235,663.1305,600.3667,695.9896,2.4684,2.4006,2.549,1.6576,1.611,1.7141,0.9319,0.9075,0.9606,PHOENIX,159.6012728,-58.5751644,1.762714,1.624871,-0.043,0.100896,0.9408703195026744,-1833.0,-904.0,-2737.0,2.7208240000000004,1.5733539999999984,1.147470000000002,23.103057757644393,31.929101401483926,28.570574162679428,True,True,True,False,False,1918.6492709132772,367.75338097512736,True,6.629358035202735,2028.5850220352027,4765.585022035203,False,True,K9-K7,1.6576,0.447552,0.182336,16.386736000000003,17.96009,15.239265999999999,2039.552448,3873.0,4776.817664,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J025111.76+603458.1,0,1,42.799033,60.582813,137.124101,1.054029,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,1993.0,3.294,1851.0,3.924,1659.0,13.22,2552.0,15.81,3646.0,82.68,0.0,0.0,0.0,0.0,0.27,0.22,0.0,0.0,0.0,0.0,705.2,539.7,146.2,202.5,44.1,0,2,0.0,0,N,1,1.062,1.328,5.247,5.941,47.2,30002631,30002631-30556,0,0,4.08,4.53,3.19,3.63,22.89,767058864.0,1,42.79908,60.58278,1589.0,64.41,2066.0,89.45,1975.0,94.6,Gaia DR3 464857745104215424,42.79908741,60.58275609,0.0,0.0,12,1.63615e+18,4.64858e+17,450305644,0.0699,0.0862,0.6696,0.1312,5.1056,0.638,-0.486,0.113,-0.412,0.115,0.0972,-0.0534,-0.3077,-0.1564,-0.103,-0.2515,-0.1465,0.1256,-0.0274,-0.1899,704,0,703,1,-1.2801,724.47,0.0,0.0,95,False,,1.2802,0.0217,0.077,0.093,-0.091,0.041,0.081,81,23,0.172644,93,0.1728,121.2,0,0,0.965,0,797,797.29863,8.06711,98.8332,18.433315,0.011326,81,221.658,10.6848,20.7452,19.474335,0.052411,81,943.772,25.9457,36.3749,17.310728,0.030087,1.462,0.0,31.0,0.0,35.0,0,2.163607,1.041019,1.122587,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,4630.3,4570.9,4692.6,4.7973,4.7081,4.8171,-1.2325,-1.3583,-1.1196,628.2861,603.8768,679.7524,2.8481,2.775,2.9213,2.0441,1.9851,2.102,1.1245,1.0897,1.1575,MARCS,42.79909182,60.58275792,1.831247,1.85701,-0.1684,0.226336,1.0767152890329552,-477.0,91.0,-386.0,2.163606999999999,1.0410199999999996,1.1225869999999993,24.670082285359417,23.09670206819452,20.877378435517972,True,True,True,False,False,1493.4289127837515,292.61928518104577,True,7.562392224926018,1578.129077224926,1964.129077224926,False,True,K0,2.0441,0.551907,0.22485099999999997,16.389215,17.430235,15.266628,1588.448093,2066.0,1974.775149,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J063416.88+042419.2,0,0,98.570366,4.405336,207.053727,-1.795941,1,0,7,1,1,1,1,1,2,2,2.0,0,1,0,0,0.0,0,14480.0,18.49,14750.0,13.51,13990.0,40.46,,,42000.0,171.3,0.0,0.0,0.0,0.0,1.01,0.98,0.98,1.05,0.0,0.0,722.2,986.3,368.1,403.8,245.1,0,0,0.0,0,N,-1,1.561,1.691,8.283,9.641,96.74,40045491,40045491-17,0,0,1.98,3.98,2.11,2.44,10.76,692108667.0,1,98.57041,4.405333,4822.0,102.1,8002.0,154.8,9872.0,190.9,Gaia DR3 3130539608368326528,98.570408,4.405320011,0.0,0.0,177,1.63615e+18,3.13054e+18,1070916877,0.0741,0.1048,0.6796,0.1338,5.0795,1.56,-1.536,0.089,-0.276,0.08,-0.0434,-0.0731,-0.2299,0.1132,-0.7618,-0.1531,-0.5561,0.32,0.3891,0.0291,168,0,167,1,0.8732,186.02,0.169,0.80251,31,False,1.282,,,,,,,,20,14,0.155818,20,0.2817,91.94,0,0,1.047,0,160,2932.48818,33.6832,87.0609,17.019276,0.012772,17,677.544,39.2788,17.2496,18.261198,0.063005,17,3562.52,104.774,34.0021,15.868501,0.032154,1.446,0.0,1.0,0.0,2.0,0,2.392697,1.241922,1.150775,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999939,4835.1,4759.9,4913.8,4.2871,4.2717,4.3322,-3.4473,-3.9868,-1.5823,541.1229,512.5599,571.7997,3.503,3.417,3.6272,2.5033,2.4349,2.6027,1.4057,1.3673,1.453,MARCS,98.57041484,4.405321236,1.442781,1.345087,0.0335,0.161366,0.9816949152542372,-3180.0,-1870.0,-5050.0,2.392697,1.2419219999999989,1.1507750000000012,47.22820763956905,51.69250645994832,51.71293871136721,True,True,True,False,False,1471.4537963507946,289.70058556759324,True,6.1805428509850415,4811.161266850985,9861.161266850984,False,True,G9,2.5033,0.675891,0.27536299999999997,14.515976000000002,15.757898,13.365201,4821.324109,8002.0,9871.724637,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J201742.48+390030.2,1,0,304.427027,39.008413,76.626133,1.879231,1,0,7,1,1,1,1,1,2,2,0.0,0,1,0,0,0.0,0,2486.0,7.048,2257.0,6.606,1764.0,16.45,1981.0,20.12,5602.0,146.6,0.0,0.0,0.0,0.0,0.96,0.92,0.98,0.16,0.16,0.0,343.9,363.9,121.0,93.0,38.2,0,0,0.0,0,N,1,1.401,1.658,5.803,7.99,84.59,30002641,30002641-31156,0,0,3.7,2.8,3.33,2.43,10.98,305102478.0,1,304.4269,39.00838,1309.0,50.62,2122.0,70.37,2206.0,111.7,Gaia DR3 2061355328790697216,304.4268682,39.00836473,0.0,0.0,178,1.63615e+18,2.06136e+18,115133484,0.0827,0.0967,0.5568,0.1097,5.0746,6.128,-2.849,0.111,-5.426,0.132,-0.0107,0.1416,-0.1681,-0.0342,0.087,-0.0676,-0.1558,-0.1706,0.1171,0.0811,403,0,403,0,0.9194,442.97,0.273,0.71877,31,False,1.303,,,,,,,,47,28,0.184534,50,0.0108,67.36,0,0,1.032,0,397,985.23206,2.8517,345.489,18.20352,0.004179,45,203.841,6.9086,29.5054,19.565311,0.036903,46,1161.39,9.18739,126.411,17.085451,0.009384,1.386,0.0,2.0,0.0,1.0,0,2.47986,1.361792,1.118069,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999982,4166.7,4128.0,4223.5,4.6564,4.6291,4.6689,-0.0328,-0.0998,0.0491,622.9482,605.6697,652.4631,2.3894,2.3176,2.543,1.6362,1.5844,1.7459,0.9031,0.8773,0.9586,PHOENIX,304.4268844,39.00838884,1.797837,2.124335,0.0843,0.477129,1.1014621178555606,-813.0,-84.0,-897.0,2.479860000000002,1.3617910000000002,1.118069000000002,25.859344132753854,30.15489555208185,19.749328558639213,True,True,True,False,False,1795.977011494253,353.8410168119964,True,6.93201613301253,1297.7284961330126,2194.7284961330124,False,True,K6-K5,1.6362,0.44177400000000006,0.179982,16.567320000000002,17.929111000000002,15.449250999999999,1308.558226,2122.0,2205.820018,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J030046.18+602823.0,0,1,45.192432,60.473064,138.220214,1.498607,1,0,7,1,1,1,1,1,0,0,0.0,0,0,0,0,0.0,0,2384.0,3.69,2264.0,3.02,1800.0,10.15,2131.0,5.33,2746.0,78.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.9,657.4,189.9,405.2,34.8,0,0,0.0,0,N,1,1.055,1.284,4.903,6.024,46.8,30002631,30002631-30558,0,0,7.18,51.37,6.95,53.89,20.7,758805764.0,1,45.19251,60.47304,1823.0,80.6,2585.0,111.9,2635.0,121.4,Gaia DR3 463120516733503232,45.19248782,60.47307837,0.0,0.0,16,1.63615e+18,4.63121e+17,490898709,0.0742,0.1053,0.6411,0.1267,5.0585,0.315,-0.305,0.12,-0.079,0.147,0.2254,-0.0404,-0.1544,0.1953,-0.2608,0.1772,0.0494,0.0765,0.0767,0.1521,442,0,442,0,-0.877,429.69,0.0,0.0,31,False,1.295,,,,,,,,51,22,0.208444,61,0.06048,122.4,0,0,0.97,0,524,1058.03119,5.40549,195.733,18.126122,0.006194,56,250.618,8.79868,28.4835,19.341013,0.03822,58,1287.87,19.5858,65.7551,16.973217,0.016939,1.454,0.0,11.0,0.0,10.0,0,2.367796,1.214891,1.152905,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999997,4379.1,4356.8,4406.7,4.3026,4.2613,4.3395,-1.4945,-1.563,-1.3811,799.1805,770.9176,824.0909,2.9907,2.9571,3.0261,2.1032,2.0763,2.1301,1.1604,1.1443,1.1757,MARCS,45.19249057,60.47307873,1.926466,2.354815,0.1362,0.111742,1.0530035335689043,-762.0,-50.0,-812.0,2.3677959999999985,1.2148910000000015,1.152904999999997,22.61786600496278,23.100983020554064,21.70510708401977,True,True,True,False,False,1559.8190609889252,308.26559823318803,True,7.160750884418658,1812.0346288844187,2624.0346288844185,False,True,K4-K3,2.1032,0.567864,0.23135200000000003,16.022921999999998,17.237813,14.870017,1822.432136,2585.0,2634.768648,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J202813.76+401448.2,0,0,307.057367,40.246736,78.801354,0.926178,1,0,7,1,1,1,1,1,2,2,0.0,0,1,0,0,0.0,0,6147.0,8.246,5687.0,8.844,7026.0,24.39,12540.0,31.03,55830.0,165.2,0.0,0.0,0.0,0.0,0.96,1.02,0.98,0.0,0.0,0.0,761.2,627.0,278.2,385.0,337.9,3,2,0.0,0,N,-1,2.047,2.277,9.907,11.67,117.8,30002641,30002641-29718,0,0,6.04,5.8,5.72,4.71,20.21,305940213.0,1,307.0573,40.24676,2597.0,66.96,4708.0,108.4,5152.0,142.4,Gaia DR3 2067377525768705792,307.0572884,40.24675978,0.0,0.0,166,1.63615e+18,2.06738e+18,992964866,0.1068,0.1243,0.7686,0.1522,5.0485,5.12,-2.465,0.152,-4.488,0.156,-0.08,-0.0127,-0.0384,-0.0245,0.2998,-0.1208,0.0222,-0.311,-0.0167,-0.0305,392,0,391,1,-0.8462,478.28,0.618,2.6541,95,False,,1.1222,0.0353,-0.057,-0.095,-0.104,0.136,-0.016,45,26,0.217866,48,0.001946,108.7,0,0,0.969,0,413,748.85954,1.61127,464.764,18.501366,0.003612,40,58.5085,6.03091,9.70144,20.920496,0.11195,44,1093.79,9.85094,111.034,17.150562,0.010483,1.539,0.0,1.0,0.0,0.0,0,3.769934,2.41913,1.350803,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,1.0,4074.5,4029.4,4119.7,4.1084,4.0981,4.122,-0.737,-0.7831,-0.6581,471.761,460.7445,486.1494,6.1057,6.0201,6.1783,3.9115,3.8478,3.9646,2.2066,2.1724,2.2356,PHOENIX,307.0573028,40.24677972,2.434933,2.491516,-0.0235,0.232189,1.080886231756638,-2111.0,-444.0,-2555.0,3.7699339999999992,2.419129999999999,1.3508040000000001,38.78434886499403,43.43173431734317,36.17977528089887,True,True,True,False,False,1301.0668748373666,257.64035694801873,True,7.929867900641652,2586.4285019006415,5141.428501900642,False,True,K6-K5,3.9115,1.056105,0.430265,14.589866,17.008996,13.239062,2595.943895,4708.0,5151.569735,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J022622.36+613308.8,0,0,36.593183,61.552449,133.986368,0.735183,1,0,7,1,1,1,1,1,2,2,0.0,0,1,0,0,0.0,0,5393.0,9.069,5757.0,8.426,5005.0,20.5,4827.0,22.43,15920.0,116.2,0.0,0.0,0.0,0.0,1.01,0.98,1.02,0.0,0.0,0.0,564.7,687.6,268.2,295.5,137.0,0,0,0.0,0,N,-1,1.25,1.503,5.655,7.338,75.38,30002631,30002631-29828,0,0,3.94,3.04,3.91,2.95,18.78,504170243.0,1,36.59336,61.55244,2196.0,56.63,4044.0,89.39,5277.0,92.35,Gaia DR3 513572088809720960,36.59333003,61.55243274,0.0,0.0,155,1.63615e+18,5.13572e+17,1498043650,0.0635,0.0827,0.6563,0.1304,5.0342,1.232,-1.231,0.119,-0.055,0.13,-0.3116,0.0498,-0.3368,-0.1024,-0.1064,-0.0415,0.0214,0.15,0.0959,-0.042,673,0,670,3,1.2885,801.73,0.363,1.9745,95,False,,1.2744,0.0203,-0.117,0.091,0.037,0.088,0.061,78,24,0.180362,87,0.1363,77.28,0,0,1.035,0,706,1064.15792,8.57321,124.126,18.119852,0.009171,78,199.333,10.6753,18.6724,19.589594,0.058214,76,1347.37,30.2346,44.5639,16.924177,0.024655,1.453,0.0,3.0,0.0,1.0,0,2.665417,1.469742,1.195675,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999989,4544.8,4488.7,4612.6,4.3448,4.291,4.4447,-1.3711,-1.523,-1.2965,700.5439,626.4689,738.2994,3.9754,3.914,4.0511,2.7603,2.7104,2.8189,1.531,1.5028,1.5642,PHOENIX,36.59334151,61.55243298,1.923028,2.077228,-0.0369,0.258846,0.9367726246308842,-1848.0,-1233.0,-3081.0,2.6654170000000015,1.469742,1.1956750000000014,38.77803284478192,45.239959727038816,57.141310232809964,True,True,True,False,False,1523.6934328813043,302.742074733692,True,7.205364021284618,2185.0855120212846,5266.085512021285,False,True,K2-K1,2.7603,0.7452810000000001,0.303633,15.359552,16.829294,14.163877,2195.254719,4044.0,5276.696367,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
SSTSL2 J125258.01-765142.5,0,0,193.241744,-76.861828,303.021462,-13.990345,1,0,7,1,1,1,1,1,2,2,2.0,0,0,0,0,0.0,0,12370.0,9.271,8502.0,11.56,5715.0,21.14,3023.0,14.3,382.4,53.11,0.0,0.0,0.0,0.0,0.0,1.02,0.95,0.95,0.0,0.0,1215.4,661.4,238.9,226.6,7.2,0,0,0.0,0,N,1,0.8499,1.145,4.099,4.81,59.21,40017201,40017201-27,0,0,4.06,3.83,3.8,3.83,36.26,843283420.0,1,193.242,-76.86186,14720.0,298.3,23750.0,503.0,22950.0,401.6,Gaia DR3 5789151100766097792,193.2413706,-76.86186763,0.0,0.0,65,1.63615e+18,5.78915e+18,614230260,0.038,0.0336,3.4061,0.0406,83.9005,29.823,-29.763,0.044,-1.897,0.045,0.1532,-0.217,-0.5044,-0.1147,-0.0639,-0.0958,-0.1783,0.2606,0.2419,0.1494,380,0,378,2,0.3189,416.27,0.072,0.36167,31,False,1.233,,,,,,,,44,26,0.069413,53,0.006182,71.11,0,0,1.011,0,442,5509.86731,7.20748,764.465,16.334515,0.0031,48,784.08,8.7457,89.6532,18.102642,0.012428,48,7459.28,29.6328,251.724,15.066154,0.005735,1.496,0.0,3.0,0.0,0.0,0,3.036489,1.768127,1.268361,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999999,5115.1,5012.8,5174.3,4.3064,4.2823,4.3309,-1.3874,-1.4792,-1.2834,289.1438,284.7223,293.6202,5.5319,5.4368,5.5805,3.8223,3.7476,3.8611,2.1607,2.118,2.1819,MARCS,193.2419526,-76.86185919,0.724511,0.721384,0.1546,0.337199,1.4549517760526935,-9030.0,800.0,-8230.0,3.0364880000000003,1.7681269999999998,1.2683610000000005,49.34629567549447,47.216699801192846,57.14641434262948,True,True,True,False,False,293.59091042541326,3.499542280987574,True,8.995801971524953,14712.661286971525,22942.661286971525,False,True,G8,3.8223,1.032021,0.42045299999999997,12.512215,14.280342,11.243853999999999,14718.967979,23750.0,22949.579547,False,False,False,False,False,False,0.6000000000000001,Bronze,Likely
